Analysis Type,File Name,Label,Value,Is VAT/Tax Related
VAT/Tax Only,IMG0108_638882808779579363.jpg,VAT/Tax Code,N/A,Yes
VAT/Tax Only,IMG0135_638882809285458629.jpg,Tax Amount,N/A,Yes
VAT/Tax Only,IMG0135_638882809285458629.jpg,VAT/Tax Code,N/A,Yes
VAT/Tax Only,IMG0136_638882809286294062.jpg,vat_percent,N/A,Yes
VAT/Tax Only,IMG0137_638882809287817147.jpg,Tax Amount,N/A,Yes
VAT/Tax Only,IMG0137_638882809287817147.jpg,VAT/Tax Code,N/A,Yes
VAT/Tax Only,IMG0138_638882809288492957.jpg,vat_percent,N/A,Yes
VAT/Tax Only,IMG0139_638882809290131934.jpg,Tax Amount,N/A,Yes
VAT/Tax Only,IMG0139_638882809290131934.jpg,VAT/Tax Code,N/A,Yes
VAT/Tax Only,IMG0140_638882809291824386.jpg,vat_percent,N/A,Yes
VAT/Tax Only,IMG0141_638882809292884961.jpg,Tax Amount,N/A,Yes
VAT/Tax Only,IMG0141_638882809292884961.jpg,VAT/Tax Code,N/A,Yes
VAT/Tax Only,IMG0426_638882810533325914.jpg,vat_percent,N/A,Yes
VAT/Tax Only,IMG0562_638882810545490459.jpg,Tax Amount,N/A,Yes
VAT/Tax Only,IMG0562_638882810545490459.jpg,VAT/Tax Code,N/A,Yes
VAT/Tax Only,IMG0562_638882810545490459.jpg,vat_percent,N/A,Yes
VAT/Tax Only,IMG0608_638882810823941231.jpg,vat_percent,N/A,Yes
VAT/Tax Only,IMG0609_638882810826021827.jpg,Tax Amount,N/A,Yes
VAT/Tax Only,IMG0609_638882810826021827.jpg,VAT/Tax Code,N/A,Yes
VAT/Tax Only,IMG1027_638882811303889434.jpg,vat_percent,N/A,Yes
VAT/Tax Only,IMG1028_638882811305234850.jpg,Tax Amount,N/A,Yes
VAT/Tax Only,IMG1028_638882811305234850.jpg,VAT/Tax Code,N/A,Yes
VAT/Tax Only,IMG1029_638882811306094086.jpg,Tax Amount,N/A,Yes
VAT/Tax Only,IMG1029_638882811306094086.jpg,VAT/Tax Code,N/A,Yes
VAT/Tax Only,IMG1030_638882811307386846.jpg,Tax Amount,N/A,Yes
VAT/Tax Only,IMG1030_638882811307386846.jpg,VAT/Tax Code,N/A,Yes
VAT/Tax Only,IMG1030_638882811307386846.jpg,vat_percent,N/A,Yes

SUMMARY STATISTICS
Total Image Files,58,,,
Total Labels,12,,,
Common Labels,1,,,
VAT/Tax Labels,3,,,
